dba_name,postal_code,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,naics_description,address,lat,lng,Incoming_Visitor_home_census_blocks,POI_risk_final
US TRADES LLC,92111,60730085111.0,"{""060730029041"":4}",{},TEMPORARY HELP SERVICES,RUFFNER ST,32.82370465,-117.15722759999998,{'06073002904': 4},0.4064579202816832
USA CHECKS CASHED,92105,60730034014.0,"{""060730034014"":4,""060730139053"":4,""060730032022"":4,""060730155021"":4,""060730034032"":4,""060730023012"":4,""060730166162"":4}","{""060730075021"":4,""060730023012"":4,""371190046002"":4,""060730034014"":4,""060730083481"":4,""060730034032"":4,""060730155021"":4}",OTHER CREDIT INTERMEDIATION ACTIVITIES,EUCLID AVE,32.7233286,-117.0852484,"{'06073003401': 4, '06073013905': 4, '06073003202': 4, '06073015502': 4, '06073003403': 4, '06073002301': 4, '06073016616': 4}",0.9407701895313424
USA GAS STATION 63406,92107,60730075021.0,"{""060730095102"":5,""060730073023"":4,""060730072002"":4,""060730068023"":4,""060730074003"":4}","{""060730148032"":4,""040131085024"":4,""060730168072"":4,""060730070021"":4,""060730133095"":4,""060730187001"":4,""060730068023"":4}",OTHER GASOLINE STATIONS,SUNSET CLIFFS BLVD,32.74480276,-117.2476091,"{'06073009510': 5, '06073007302': 4, '06073007200': 4, '06073006802': 4, '06073007400': 4}",0.5358825814199608
USA PATRIOT TRANSPORTATION,92101,60730051002.0,"{""060730051002"":4}","{""060730100031"":4,""060730134101"":4,""060730051002"":4,""060730083532"":4}",TRANSIT & GROUND PASSENGER TRANSPORTATION,IMPERIAL AVE,32.7057571,-117.1498896,{'06073005100': 4},0.4507689340387865
USED,92110,60730065001.0,"{""060730056001"":8,""060730206023"":7,""060730083441"":6,""530530713042"":6,""060730215001"":5,""060730083541"":4,""060070031003"":4,""060730054002"":4,""060730101071"":4,""060730100053"":4,""060730176011"":4,""040131125101"":4,""060730170422"":4,""060730091072"":4,""060730085041"":4,""060730208092"":4,""040190043221"":4,""060730031073"":4,""060730032093"":4,""060730083542"":4,""060650435072"":4,""060730101104"":4,""060650419061"":4,""060730068021"":4,""060730203061"":4,""060730133102"":4,""060730133101"":4,""060730068022"":4,""060730068011"":4,""060730068023"":4,""060730164025"":4,""060650427381"":4,""060730091011"":4,""060730141021"":4,""060730100012"":4}","{""060375438023"":10,""060730085111"":6,""060070031003"":4,""060730082001"":4,""060730089014"":4,""060730154044"":4,""060730100121"":4,""060730083461"":4,""060730173042"":4,""060730157013"":4,""060730165031"":4,""060730053003"":4,""060730133101"":4,""490490101131"":4,""060730154043"":4,""060730214001"":4,""060730204011"":4,""060730032084"":4,""060730100142"":4,""060730076005"":4,""060730100151"":4,""060650427381"":4,""060710100171"":4,""060730095111"":4,""060730170301"":4,""530330265001"":4,""060730043001"":4,""060730133102"":4,""060730166093"":4,""060650427331"":4,""060730197023"":4,""060730068011"":4,""060730068023"":4,""060730133141"":4,""060290054015"":4,""320030036211"":4,""060730117002"":4,""060730206023"":4,""060730170422"":4,""060730159022"":4,""060730074005"":4,""060730065001"":4,""060730032093"":4,""060730060001"":4,""060650446052"":4,""060730083542"":4,""060730025013"":4,""060710005043"":4,""060730101071"":4}",USED MERCHANDISE STORES,SPORTS ARENA BLVD,32.75364931,-117.211393,"{'06073005600': 8, '06073020602': 7, '06073008344': 6, '53053071304': 6, '06073021500': 5, '06073008354': 4, '06007003100': 4, '06073005400': 4, '06073010107': 4, '06073010005': 4, '06073017601': 4, '04013112510': 4, '06073017042': 4, '06073009107': 4, '06073008504': 4, '06073020809': 4, '04019004322': 4, '06073003107': 4, '06073003209': 4, '06065043507': 4, '06073010110': 4, '06065041906': 4, '06073006802': 4, '06073020306': 4, '06073013310': 4, '06073006801': 4, '06073016402': 4, '06065042738': 4, '06073009101': 4, '06073014102': 4, '06073010001': 4}",0.9999406942815984
USMILE MEDICAL AND DENTAL SUPPLY,92111,60730085111.0,"{""060730022022"":4}","{""060730095041"":6,""060730096021"":4}",OTHER HEALTH & PERSONAL CARE STORES,CLAIREMONT MESA BLVD,32.83279194,-117.152724,{'06073002202': 4},0.34863622863933386
UTC NAILS LOUNGE & SPA,92037,60730083611.0,"{""060730083621"":4,""060730089014"":4,""060730085012"":4,""482015108002"":4}","{""060730031092"":4,""482015108003"":4,""060730083611"":4,""060710073023"":4,""060730218001"":4,""060650430082"":4}",NAIL SALONS,HOLIDAY CT,32.87024508,-117.23364,"{'06073008362': 4, '06073008901': 4, '06073008501': 4, '48201510800': 4}",0.3658482511076248
UTC PERIODONTICS AND ORAL IMPLANTOLOGY,92121,60730083391.0,"{""060730150001"":4}",{},OFFICES OF DENTISTS,EXECUTIVE DR,32.875881400000004,-117.209957,{'06073015000': 4},0.17683433595339326
UTOPIA LENDING INC,92111,60730085111.0,"{""060730081023"":4}","{""060730085111"":4}",REAL ESTATE CREDIT,RUFFNER ST,32.82471664,-117.1574553,{'06073008102': 4},0.1222192892518057
UTOPIA REALTY ADVISORS LLC,92111,60730085111.0,"{""060730081023"":4}","{""060730085111"":4}",OTHER ACTIVITIES RELATED TO REAL ESTATE,RUFFNER ST,32.82471664,-117.1574553,{'06073008102': 4},0.1222192892518057
UYEN BEAUTY STUDIO,92121,60730083461.0,"{""060730083461"":4,""060730081023"":4,""340057001031"":4,""060730194061"":4,""060730203051"":4,""060730083401"":4,""420293065041"":4,""060730083532"":4}","{""060730083501"":4,""060730083591"":4,""060730083502"":4,""060730083331"":4,""060730185191"":4,""340057001022"":4,""060730085071"":4,""060730083461"":4,""420454103022"":4}","HAIR, NAIL & SKIN CARE SERVICES",PACIFIC HEIGHTS BLVD,32.90028906,-117.1898741,"{'06073008346': 4, '06073008102': 4, '34005700103': 4, '06073019406': 4, '06073020305': 4, '06073008340': 4, '42029306504': 4, '06073008353': 4}",0.6584690126865322
VACATION RENTALS BY AARON INC,92119,60730098053.0,"{""060730097063"":4,""060730170472"":4,""511498502003"":4,""060730098054"":4}","{""490111262021"":4,""060730116021"":4,""060730003003"":4,""060730091071"":4,""060730164021"":4,""060730133102"":4,""060730162021"":4,""060730170301"":4}",ACTIVITIES RELATED TO REAL ESTATE,NAVAJO RD,32.80430563,-117.0383562,"{'06073009706': 4, '06073017047': 4, '51149850200': 4, '06073009805': 4}",0.3613037738774816
VACATIONS 2 PARADISE,92120,60730097053.0,"{""060730141011"":4,""060730097062"":4}","{""060730141011"":4}",TRAVEL AGENCIES,LAMBDA DR,32.784690000000005,-117.0652,"{'06073014101': 4, '06073009706': 4}",0.4355173280606266
VALENS STRENGTH AND CONDITIONING,92120,60730096034.0,"{""060730022012"":4,""060730083461"":4,""060374004043"":4}","{""060730083461"":4,""060730031122"":4,""060730097053"":4,""060650496003"":4,""060730212052"":4}",SPORTS & RECREATION INSTRUCTION,RIVERDALE ST,32.78942972,-117.0996811,"{'06073002201': 4, '06073008346': 4, '06037400404': 4}",0.3714242402633274
VALENZUELA FIND IT FOOT ENTERPRISES,92110,60730065001.0,"{""060730056001"":8,""060730206023"":7,""060730083441"":6,""530530713042"":6,""060730215001"":5,""060730083541"":4,""060070031003"":4,""060730054002"":4,""060730101071"":4,""060730100053"":4,""060730176011"":4,""040131125101"":4,""060730170422"":4,""060730091072"":4,""060730085041"":4,""060730208092"":4,""040190043221"":4,""060730031073"":4,""060730032093"":4,""060730083542"":4,""060650435072"":4,""060730101104"":4,""060650419061"":4,""060730068021"":4,""060730203061"":4,""060730133102"":4,""060730133101"":4,""060730068022"":4,""060730068011"":4,""060730068023"":4,""060730164025"":4,""060650427381"":4,""060730091011"":4,""060730141021"":4,""060730100012"":4}","{""060375438023"":10,""060730085111"":6,""060070031003"":4,""060730082001"":4,""060730089014"":4,""060730154044"":4,""060730100121"":4,""060730083461"":4,""060730173042"":4,""060730157013"":4,""060730165031"":4,""060730053003"":4,""060730133101"":4,""490490101131"":4,""060730154043"":4,""060730214001"":4,""060730204011"":4,""060730032084"":4,""060730100142"":4,""060730076005"":4,""060730100151"":4,""060650427381"":4,""060710100171"":4,""060730095111"":4,""060730170301"":4,""530330265001"":4,""060730043001"":4,""060730133102"":4,""060730166093"":4,""060650427331"":4,""060730197023"":4,""060730068011"":4,""060730068023"":4,""060730133141"":4,""060290054015"":4,""320030036211"":4,""060730117002"":4,""060730206023"":4,""060730170422"":4,""060730159022"":4,""060730074005"":4,""060730065001"":4,""060730032093"":4,""060730060001"":4,""060650446052"":4,""060730083542"":4,""060730025013"":4,""060710005043"":4,""060730101071"":4}",SWAP MEET VENDOR,SPORTS ARENA BLVD,32.75364931,-117.211393,"{'06073005600': 8, '06073020602': 7, '06073008344': 6, '53053071304': 6, '06073021500': 5, '06073008354': 4, '06007003100': 4, '06073005400': 4, '06073010107': 4, '06073010005': 4, '06073017601': 4, '04013112510': 4, '06073017042': 4, '06073009107': 4, '06073008504': 4, '06073020809': 4, '04019004322': 4, '06073003107': 4, '06073003209': 4, '06065043507': 4, '06073010110': 4, '06065041906': 4, '06073006802': 4, '06073020306': 4, '06073013310': 4, '06073006801': 4, '06073016402': 4, '06065042738': 4, '06073009101': 4, '06073014102': 4, '06073010001': 4}",0.9999406942815984
VALERIE MURPHY  MA  LMFT  PSYCHOTHERAPIST,92121,60730083461.0,"{""060730083461"":4,""060730081023"":4,""340057001031"":4,""060730194061"":4,""060730203051"":4,""060730083401"":4,""420293065041"":4,""060730083532"":4}","{""060730083501"":4,""060730083591"":4,""060730083502"":4,""060730083331"":4,""060730185191"":4,""340057001022"":4,""060730085071"":4,""060730083461"":4,""420454103022"":4}",OTHER INDIVIDUAL & FAMILY SERVICES,PACIFIC HEIGHTS BLVD,32.90028906,-117.1898741,"{'06073008346': 4, '06073008102': 4, '34005700103': 4, '06073019406': 4, '06073020305': 4, '06073008340': 4, '42029306504': 4, '06073008353': 4}",0.6584690126865322
VALERIE' S TACO SHOP,92109,60730079072.0,"{""060730079072"":4,""060730085041"":4,""060730085123"":4,""060730164024"":4}","{""060730085073"":4,""060730080061"":4,""060650444052"":4}",SPECIAL FOOD SERVICES,INGRAHAM ST,32.79842814,-117.2403547,"{'06073007907': 4, '06073008504': 4, '06073008512': 4, '06073016402': 4}",0.6356375262667375
VALFA COMPANIES DBA ALFA ALFAJORES BAKERY,92101,60730052002.0,"{""060730052001"":8,""060710035101"":5,""060730095103"":4,""060730120032"":4,""060730025022"":4,""060730004002"":4}",{},COTTAGE FOOD OPERATOR,PARK BLVD,32.7144892,-117.1535465,"{'06073005200': 8, '06071003510': 5, '06073009510': 4, '06073012003': 4, '06073002502': 4, '06073000400': 4}",0.923009524894958
VALIANT BARBER COLLECTIVE,92109,60730076006.0,"{""060730167011"":5,""040131121001"":4,""130311107002"":4}","{""060730212021"":4,""040131080002"":4,""060730096021"":4}",BARBER SHOPS,MISSION BLVD,32.78316815,-117.25248059999998,"{'06073016701': 5, '04013112100': 4, '13031110700': 4}",0.244526180582054
VALIANT HEART VINTAGE,92110,60730065001.0,"{""060730043002"":4}","{""060730004001"":4}",HOME FURNISHINGS STORES,KURTZ ST,32.75723484,-117.2118195,{'06073004300': 4},0.23264070977877216
VALLARTAS MEXICAN FOOD,92109,60730079071.0,"{""060730080064"":4,""060730137021"":4,""060730132034"":4,""060730079071"":4,""060730139092"":4,""060730079052"":4,""060730078003"":4,""060730079072"":4,""060730085014"":4,""060650419133"":4,""060650419113"":4,""060730023021"":4}","{""060730085051"":5,""060730079102"":4,""060014278004"":4,""060730078003"":4,""060730093042"":4,""060730080022"":4,""060730023021"":4,""060730079031"":4,""060650419113"":4,""060730080033"":4,""060730081022"":4,""060374086272"":4}",FULL-SERVICE RESTAURANTS,GARNET AVE,32.79881744,-117.2449839,"{'06073008006': 4, '06073013702': 4, '06073013203': 4, '06073007907': 4, '06073013909': 4, '06073007905': 4, '06073007800': 4, '06073008501': 4, '06065041913': 4, '06065041911': 4, '06073002302': 4}",0.9546225695954558
VALLEY PARKWAY VINEYARD LLC,92037,60730082001.0,"{""040130609021"":4,""250092051002"":4,""060730116011"":4,""060730081022"":4}","{""060730189053"":4,""060730082001"":4,""060371112041"":4,""040130609021"":4,""250173115003"":4}","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",FAY AVE,32.84531622,-117.27544650000002,"{'04013060902': 4, '25009205100': 4, '06073011601': 4, '06073008102': 4}",0.5041044518835887
VALOR LENDING GROUP,92101,60730051002.0,"{""060730056002"":7,""060730166073"":4,""060730003005"":4,""060730170553"":4}","{""060730162021"":4,""060730056002"":4,""060730170102"":4,""060730200271"":4}",MORTGAGE & NONMORTGAGE BROKERS,10TH AVE,32.70901468,-117.1556197,"{'06073005600': 7, '06073016607': 4, '06073000300': 4, '06073017055': 4}",0.7965672595347478
VANILLA BEAN TOYS,92110,60730065001.0,"{""060730056001"":8,""060730206023"":7,""060730083441"":6,""530530713042"":6,""060730215001"":5,""060730083541"":4,""060070031003"":4,""060730054002"":4,""060730101071"":4,""060730100053"":4,""060730176011"":4,""040131125101"":4,""060730170422"":4,""060730091072"":4,""060730085041"":4,""060730208092"":4,""040190043221"":4,""060730031073"":4,""060730032093"":4,""060730083542"":4,""060650435072"":4,""060730101104"":4,""060650419061"":4,""060730068021"":4,""060730203061"":4,""060730133102"":4,""060730133101"":4,""060730068022"":4,""060730068011"":4,""060730068023"":4,""060730164025"":4,""060650427381"":4,""060730091011"":4,""060730141021"":4,""060730100012"":4}","{""060375438023"":10,""060730085111"":6,""060070031003"":4,""060730082001"":4,""060730089014"":4,""060730154044"":4,""060730100121"":4,""060730083461"":4,""060730173042"":4,""060730157013"":4,""060730165031"":4,""060730053003"":4,""060730133101"":4,""490490101131"":4,""060730154043"":4,""060730214001"":4,""060730204011"":4,""060730032084"":4,""060730100142"":4,""060730076005"":4,""060730100151"":4,""060650427381"":4,""060710100171"":4,""060730095111"":4,""060730170301"":4,""530330265001"":4,""060730043001"":4,""060730133102"":4,""060730166093"":4,""060650427331"":4,""060730197023"":4,""060730068011"":4,""060730068023"":4,""060730133141"":4,""060290054015"":4,""320030036211"":4,""060730117002"":4,""060730206023"":4,""060730170422"":4,""060730159022"":4,""060730074005"":4,""060730065001"":4,""060730032093"":4,""060730060001"":4,""060650446052"":4,""060730083542"":4,""060730025013"":4,""060710005043"":4,""060730101071"":4}",SWAP MEET VENDOR,SPORTS ARENA BLVD,32.75364931,-117.211393,"{'06073005600': 8, '06073020602': 7, '06073008344': 6, '53053071304': 6, '06073021500': 5, '06073008354': 4, '06007003100': 4, '06073005400': 4, '06073010107': 4, '06073010005': 4, '06073017601': 4, '04013112510': 4, '06073017042': 4, '06073009107': 4, '06073008504': 4, '06073020809': 4, '04019004322': 4, '06073003107': 4, '06073003209': 4, '06065043507': 4, '06073010110': 4, '06065041906': 4, '06073006802': 4, '06073020306': 4, '06073013310': 4, '06073006801': 4, '06073016402': 4, '06065042738': 4, '06073009101': 4, '06073014102': 4, '06073010001': 4}",0.9999406942815984
VANITY BELLE,92037,60730082003.0,"{""060730083101"":4,""060730134142"":4}","{""060371220002"":4,""060730082001"":4,""060710114011"":4}",BEAUTY SALONS,PROSPECT ST,32.84907938,-117.2717346,"{'06073008310': 4, '06073013414': 4}",0.4934659148456864
VAPEKINGZ LLC,92123,60730085111.0,"{""060730093061"":4,""060730092021"":4}","{""060730093061"":4,""060730098022"":4,""060730026011"":4,""060730085111"":4,""060730024013"":4}",ALL OTHER MISCELLANEOUS STORE RETAILERS,MURPHY CANYON RD,32.80984488000001,-117.1167165,"{'06073009306': 4, '06073009202': 4}",0.3523106869019138
VAPETEC,92105,60730023023.0,"{""060730100123"":4,""060730194063"":4,""060730133101"":4,""060730028043"":4,""060730030041"":4,""060730027033"":4}","{""060710021101"":4}",ELECTRONIC CIGARETTES & VAPING JUICE,46TH ST,32.74979754,-117.0954358,"{'06073010012': 4, '06073019406': 4, '06073013310': 4, '06073002804': 4, '06073003004': 4, '06073002703': 4}",0.96463986361852
VAPIN THE 619,92117,60730085055.0,"{""040219413002"":4,""060730085075"":4,""060730085051"":4,""060730131044"":4,""060730102002"":4,""360470296001"":4}","{""060730102002"":4,""060590320582"":4,""060730150002"":4,""060730085076"":4,""060730085051"":4,""060730166132"":4}",TOBACCO STORES,CLAIREMONT MESA BLVD,32.83452273,-117.1886503,"{'04021941300': 4, '06073008507': 4, '06073008505': 4, '06073013104': 4, '06073010200': 4, '36047029600': 4}",0.7520537859958055
VARANGIAN SECURITY FIRM LLC,92117,60730085031.0,"{""060730083052"":4,""060730151002"":4,""060730085044"":4}","{""060730130001"":4,""060730085031"":4}",SECURITY GUARDS & PATROL SERVICES,MORENA BLVD,32.82179329,-117.2264252,"{'06073008305': 4, '06073015100': 4, '06073008504': 4}",0.4132035119364631
VASTEK INC,92101,60730054002.0,"{""060730058001"":4,""060730148042"":4,""060730009005"":4}","{""060730058001"":4,""060730054002"":4}",IT SERVICES & SUPPORT,COLUMBIA ST,32.71810056,-117.1674502,"{'06073005800': 4, '06073014804': 4, '06073000900': 4}",0.6646730014417284
VAVI INC,92110,60730091061.0,"{""060730028034"":4}",{},SPORTS & RECREATION INSTRUCTION,CUDAHY PL,32.76773651,-117.2012837,{'06073002803': 4},0.4676828266661846
VCA 4 PAWS ANIMAL HOSPITAL,92127,60730170321.0,"{""060730170301"":5,""060730170321"":4,""060730207082"":4}","{""060730170301"":7,""060730171041"":4,""060730207082"":4}",VETERINARY SERVICES,DOVE CANYON RD,33.01519985,-117.1118361,"{'06073017030': 5, '06073017032': 4, '06073020708': 4}",0.43351625598634014
VELHER LLC,92101,60730051002.0,"{""060730056002"":7,""060730166073"":4,""060730003005"":4,""060730170553"":4}","{""060730162021"":4,""060730056002"":4,""060730170102"":4,""060730200271"":4}","ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",10TH AVE,32.70901468,-117.1556197,"{'06073005600': 7, '06073016607': 4, '06073000300': 4, '06073017055': 4}",0.7965672595347478
VELOCITY TRANSPORT LLC,91942,60730147002.0,"{""060730085034"":4,""060730027121"":4}","{""060730154052"":4,""060730093041"":4}",LIMOUSINE SERVICE,UNIVERSITY AVE,32.75857458,-117.0360515,"{'06073008503': 4, '06073002712': 4}",0.4604180110244729
VENDOR,92110,60730065001.0,"{""060730056001"":8,""060730206023"":7,""060730083441"":6,""530530713042"":6,""060730215001"":5,""060730083541"":4,""060070031003"":4,""060730054002"":4,""060730101071"":4,""060730100053"":4,""060730176011"":4,""040131125101"":4,""060730170422"":4,""060730091072"":4,""060730085041"":4,""060730208092"":4,""040190043221"":4,""060730031073"":4,""060730032093"":4,""060730083542"":4,""060650435072"":4,""060730101104"":4,""060650419061"":4,""060730068021"":4,""060730203061"":4,""060730133102"":4,""060730133101"":4,""060730068022"":4,""060730068011"":4,""060730068023"":4,""060730164025"":4,""060650427381"":4,""060730091011"":4,""060730141021"":4,""060730100012"":4}","{""060375438023"":10,""060730085111"":6,""060070031003"":4,""060730082001"":4,""060730089014"":4,""060730154044"":4,""060730100121"":4,""060730083461"":4,""060730173042"":4,""060730157013"":4,""060730165031"":4,""060730053003"":4,""060730133101"":4,""490490101131"":4,""060730154043"":4,""060730214001"":4,""060730204011"":4,""060730032084"":4,""060730100142"":4,""060730076005"":4,""060730100151"":4,""060650427381"":4,""060710100171"":4,""060730095111"":4,""060730170301"":4,""530330265001"":4,""060730043001"":4,""060730133102"":4,""060730166093"":4,""060650427331"":4,""060730197023"":4,""060730068011"":4,""060730068023"":4,""060730133141"":4,""060290054015"":4,""320030036211"":4,""060730117002"":4,""060730206023"":4,""060730170422"":4,""060730159022"":4,""060730074005"":4,""060730065001"":4,""060730032093"":4,""060730060001"":4,""060650446052"":4,""060730083542"":4,""060730025013"":4,""060710005043"":4,""060730101071"":4}","PHOTOGRAPHY STUDIOS, PORTRAIT",SPORTS ARENA BLVD,32.75364931,-117.211393,"{'06073005600': 8, '06073020602': 7, '06073008344': 6, '53053071304': 6, '06073021500': 5, '06073008354': 4, '06007003100': 4, '06073005400': 4, '06073010107': 4, '06073010005': 4, '06073017601': 4, '04013112510': 4, '06073017042': 4, '06073009107': 4, '06073008504': 4, '06073020809': 4, '04019004322': 4, '06073003107': 4, '06073003209': 4, '06065043507': 4, '06073010110': 4, '06065041906': 4, '06073006802': 4, '06073020306': 4, '06073013310': 4, '06073006801': 4, '06073016402': 4, '06065042738': 4, '06073009101': 4, '06073014102': 4, '06073010001': 4}",0.9999406942815984
VERA AUTO GROUP,92103,60730009005.0,"{""060730157032"":4}","{""060730208013"":4}",USED CAR DEALERS,PARK BLVD,32.75050171,-117.1462669,{'06073015703': 4},0.3383376770599817
VERDES EL RANCHERO LLC,92037,60730081013.0,"{""060730083102"":5,""060730081011"":4,""060730214002"":4}","{""060730080022"":4,""060730091014"":4,""060730081012"":4}",FULL-SERVICE RESTAURANTS,LA JOLLA BLVD,32.83759972,-117.278243,"{'06073008310': 5, '06073008101': 4, '06073021400': 4}",0.34494153100881786
VERIZON WIRELESS,92108,60730083611.0,"{""060730027123"":4,""060710026061"":4}",{},TELECOMMUNICATIONS,POMERADO RD,32.790503314,-117.12759932,"{'06073002712': 4, '06071002606': 4}",0.35995744965054444
VERSA COMPUTING INC,92121,60730083461.0,"{""060730083631"":4}",{},CONSULTING SERVICES,LUSK BLVD,32.90185269,-117.2010206,{'06073008363': 4},0.08453785721694773
VERTICAL HOLD,92110,60730065003.0,"{""060375776031"":4,""060730006002"":4}","{""060730026021"":4,""060730006002"":4}",ALL OTHER AMUSEMENT & RECREATION INDUSTRIES,HANCOCK ST,32.74486222,-117.18931200000002,"{'06037577603': 4, '06073000600': 4}",0.1271038563262653
VERVOR DESIGN,92107,60730073013.0,"{""482014507003"":6,""060730005002"":4,""060730036022"":4,""481410034042"":4}","{""481410034042"":5,""482014507003"":4}",GRAPHIC DESIGN SERVICES,SANTA CRUZ AVE,32.74273269,-117.2526199,"{'48201450700': 6, '06073000500': 4, '06073003602': 4, '48141003404': 4}",0.5578688822114903
VERY GOOD MAINTENANCE & CONSTRUCTION,92101,60730051001.0,"{""060730051001"":4,""060730051002"":4}","{""060730082001"":4,""060730051002"":4,""060730170101"":4,""060730051001"":4,""060730040002"":4}",OTHER SERVICES TO BUILDINGS & DWELLINGS,15TH ST,32.70968427,-117.1504164,{'06073005100': 4},0.4507689340387865
VI NAILS & SPA,92173,60730100132.0,"{""060730125012"":4}",{},NAIL SALONS,W SAN YSIDRO BLVD,32.5548775,-117.0525366,{'06073012501': 4},0.4111536551929879
VI THUY VUONG,92115,60730027081.0,"{""060730028043"":5}","{""060730022022"":4}",BEAUTY SHOPS - BOOTH RENTAL,EL CAJON BLVD,32.75733069,-117.082466,{'06073002804': 5},0.5453124144440327
VICTOR F SOTO,92110,60730065001.0,"{""060730056001"":8,""060730206023"":7,""060730083441"":6,""530530713042"":6,""060730215001"":5,""060730083541"":4,""060070031003"":4,""060730054002"":4,""060730101071"":4,""060730100053"":4,""060730176011"":4,""040131125101"":4,""060730170422"":4,""060730091072"":4,""060730085041"":4,""060730208092"":4,""040190043221"":4,""060730031073"":4,""060730032093"":4,""060730083542"":4,""060650435072"":4,""060730101104"":4,""060650419061"":4,""060730068021"":4,""060730203061"":4,""060730133102"":4,""060730133101"":4,""060730068022"":4,""060730068011"":4,""060730068023"":4,""060730164025"":4,""060650427381"":4,""060730091011"":4,""060730141021"":4,""060730100012"":4}","{""060375438023"":10,""060730085111"":6,""060070031003"":4,""060730082001"":4,""060730089014"":4,""060730154044"":4,""060730100121"":4,""060730083461"":4,""060730173042"":4,""060730157013"":4,""060730165031"":4,""060730053003"":4,""060730133101"":4,""490490101131"":4,""060730154043"":4,""060730214001"":4,""060730204011"":4,""060730032084"":4,""060730100142"":4,""060730076005"":4,""060730100151"":4,""060650427381"":4,""060710100171"":4,""060730095111"":4,""060730170301"":4,""530330265001"":4,""060730043001"":4,""060730133102"":4,""060730166093"":4,""060650427331"":4,""060730197023"":4,""060730068011"":4,""060730068023"":4,""060730133141"":4,""060290054015"":4,""320030036211"":4,""060730117002"":4,""060730206023"":4,""060730170422"":4,""060730159022"":4,""060730074005"":4,""060730065001"":4,""060730032093"":4,""060730060001"":4,""060650446052"":4,""060730083542"":4,""060730025013"":4,""060710005043"":4,""060730101071"":4}",SWAP MEET VENDOR,SPORTS ARENA BLVD,32.75364931,-117.211393,"{'06073005600': 8, '06073020602': 7, '06073008344': 6, '53053071304': 6, '06073021500': 5, '06073008354': 4, '06007003100': 4, '06073005400': 4, '06073010107': 4, '06073010005': 4, '06073017601': 4, '04013112510': 4, '06073017042': 4, '06073009107': 4, '06073008504': 4, '06073020809': 4, '04019004322': 4, '06073003107': 4, '06073003209': 4, '06065043507': 4, '06073010110': 4, '06065041906': 4, '06073006802': 4, '06073020306': 4, '06073013310': 4, '06073006801': 4, '06073016402': 4, '06065042738': 4, '06073009101': 4, '06073014102': 4, '06073010001': 4}",0.9999406942815984
VICTOR J OLAZABA,92154,60730100101.0,"{""060730100032"":4,""060730032073"":4}","{""060730083602"":4}","PERFORM ARTS, SPECTATOR SPORTS & RELATED IND",BEYER WAY,32.577492,-117.0640881,"{'06073010003': 4, '06073003207': 4}",0.6425236373334372
VICTORIA'S FOOD SERVICES INC,92154,60730101101.0,"{""060730102002"":4,""060590013011"":4,""060730100042"":4,""060730101032"":4}","{""060730069001"":4,""060730100042"":4,""060730102002"":4,""060730101104"":4}",LIMITED-SERVICE EATING PLACES,CORONADO AVE,32.57692539999999,-117.09237040000002,"{'06073010200': 4, '06059001301': 4, '06073010004': 4, '06073010103': 4}",0.8471520916901685
VICTORS TIRE SHOP 2,92115,60730023013.0,"{""060730098042"":4,""060730025011"":4,""060730105022"":4,""060650432503"":4,""060730032021"":4,""060730118011"":4}","{""060730134182"":4,""060730118011"":4,""060730026022"":4}",TIRE DEALERS,EL CAJON BLVD,32.75566622,-117.0955268,"{'06073009804': 4, '06073002501': 4, '06073010502': 4, '06065043250': 4, '06073003202': 4, '06073011801': 4}",0.8188863260792785
VICTRA,92106,60730214001.0,"{""060730215001"":11,""060730083332"":10,""060730083311"":9,""060730083331"":6,""060730083292"":5,""060730083273"":4,""060730085072"":4,""060730078003"":4,""060133410001"":4,""060730095041"":4,""060730083302"":4,""060730091042"":4,""060730170333"":4,""060730083241"":4,""060730083661"":4,""060650432281"":4,""060730186031"":4,""060730083271"":4,""060730215002"":4,""060730083281"":4,""060730145003"":4}","{""060730078004"":5,""060730083031"":4,""060730029042"":4,""060670085083"":4,""060730079081"":4,""060730085094"":4,""060730083101"":4,""060730091042"":4,""060730080022"":4,""060730077012"":4,""060730080032"":4,""060730212021"":4,""060371312002"":4,""060730083012"":4}",ELECTRONICS & APPLIANCE STORES,BROADWAY nan,32.77380604333333,-117.20498663333332,"{'06073021500': 11, '06073008333': 10, '06073008331': 9, '06073008329': 5, '06073008327': 4, '06073008507': 4, '06073007800': 4, '06013341000': 4, '06073009504': 4, '06073008330': 4, '06073009104': 4, '06073017033': 4, '06073008324': 4, '06073008366': 4, '06065043228': 4, '06073018603': 4, '06073008328': 4, '06073014500': 4}",0.9503986617510264
VIETNAMESE ALLIANCE CHURCH OF NORTH SAN DIEGO,92126,60730083601.0,"{""060730083573"":4,""060730212043"":4}","{""060730170301"":4,""060730083573"":4,""060730083601"":4}",BUSINESS TAX EXEMPT - NON PROFIT,CARROLL CENTRE RD,32.89941144,-117.11931409999998,"{'06073008357': 4, '06073021204': 4}",0.24566368343505685
VILCHIS TIRES,92154,60730100151.0,"{""060730101101"":4}","{""060730101111"":4}",TIRE DEALERS,MICHAEL FARADAY DR,32.55616785,-116.9319279,{'06073010110': 4},0.5139701989014385
